ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
158	"ENSMUSG00000096370.9"	"Gm21992"	chr19	-	4843843	4844037	4843953	4844037	4842662	4842848	158	118,160,102	0,0,0	82,133,64	0,1,0	234	124	1	1.0	1.0,1.0,1.0	1.0,0.986,1.0	0.005
159	"ENSMUSG00000024889.6"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674179	159	7,3,3	0,2,0	3,3,4	1,1,2	149	124	0.0562242885273	0.37340682656406826	1.0,0.555,1.0	0.714,0.714,0.625	0.167
160	"ENSMUSG00000024889.6"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674209	160	23,17,14	49,52,23	15,18,20	22,48,44	149	124	0.803642316251	1.0	0.281,0.214,0.336	0.362,0.238,0.274	-0.014
161	"ENSMUSG00000024858.15"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494	161	627,614,523	0,1,0	363,598,452	0,0,1	389	124	1	1.0	1.0,0.995,1.0	1.0,1.0,0.993	0.001
162	"ENSMUSG00000024858.15"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899	162	324,320,278	0,0,0	190,316,218	0,0,2	475	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.966	0.011
164	"ENSMUSG00000024830.18"	"Rps6kb2"	chr19	-	4208608	4208918	4208827	4208918	4208064	4208127	164	114,137,120	0,2,2	76,100,87	0,2,0	343	124	0.656269922552	1.0	1.0,0.961,0.956	1.0,0.948,1.0	-0.01
165	"ENSMUSG00000024830.18"	"Rps6kb2"	chr19	-	4208823	4208918	4208827	4208918	4208064	4208127	165	4,0,2	0,2,2	2,3,2	0,2,0	128	124	0.0333341022319	0.27127386295199746	1.0,0.0,0.492	1.0,0.592,1.0	-0.367
166	"ENSMUSG00000024830.18"	"Rps6kb2"	chr19	-	4208801	4208918	4208827	4208918	4208608	4208716	166	10,15,11	21,24,31	8,10,12	18,22,24	150	124	0.916504153689	1.0	0.282,0.341,0.227	0.269,0.273,0.292	0.005
167	"ENSMUSG00000024835.16"	"Coro1b"	chr19	+	4198617	4198735	4198617	4198721	4199340	4199543	167	119,133,84	30,37,14	55,132,90	21,35,29	138	124	0.19007291246	0.7399269543525989	0.781,0.764,0.844	0.702,0.772,0.736	0.06
168	"ENSMUSG00000024856.11"	"Cdk2ap2"	chr19	+	4147400	4147733	4147400	4147507	4147816	4147917	168	20,24,26	54,75,52	16,28,6	36,70,43	350	124	0.475659682139	1.0	0.116,0.102,0.15	0.136,0.124,0.047	0.02
169	"ENSMUSG00000024856.11"	"Cdk2ap2"	chr19	+	4147816	4147917	4147816	4147907	4148004	4148137	169	87,104,91	5,2,3	58,88,66	1,6,3	134	124	0.613444328559	1.0	0.942,0.98,0.966	0.982,0.931,0.953	0.007
170	"ENSMUSG00000037916.15"	"Ndufv1"	chr19	-	4061101	4061428	4061345	4061428	4059825	4060009	170	549,642,460	6,4,2	335,630,445	0,4,1	368	124	0.1995449092	0.760534620948285	0.969,0.982,0.987	1.0,0.982,0.993	-0.012
171	"ENSMUSG00000024829.13"	"Mrpl21"	chr19	+	3334759	3334833	3334759	3334817	3335309	3335395	171	6,4,3	245,230,222	2,5,6	158,243,138	140	124	0.582118182879	1.0	0.021,0.015,0.012	0.011,0.018,0.037	-0.006
172	"ENSMUSG00000024829.13"	"Mrpl21"	chr19	+	3337702	3337755	3337702	3337739	3338983	3339179	172	242,307,173	0,0,0	165,256,125	0,2,0	140	124	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
177	"ENSMUSG00000025420.14"	"Katnal2"	chr18	-	77085294	77085386	77085307	77085386	77082089	77082200	177	18,14,7	1,0,1	13,16,5	0,1,0	137	124	1	1.0	0.942,1.0,0.864	1.0,0.935,1.0	-0.043
178	"ENSMUSG00000025420.14"	"Katnal2"	chr18	-	77099679	77099800	77099685	77099800	77098642	77098741	178	27,12,32	15,9,15	9,15,6	5,2,0	130	124	0.0265807412747	0.23997425482065093	0.632,0.56,0.67	0.632,0.877,1.0	-0.216
179	"ENSMUSG00000025885.19"	"Myo5b"	chr18	+	74847896	74848045	74847896	74848030	74849029	74849149	179	4,10,2	33,27,16	3,6,5	9,32,23	139	124	0.75512647466	1.0	0.098,0.248,0.1	0.229,0.143,0.162	-0.029
181	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600829	70601588	70601124	70601588	70600405	70600556	181	78,101,78	0,1,0	87,75,68	0,0,0	419	124	1	1.0	1.0,0.968,1.0	1.0,1.0,1.0	-0.011
182	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600829	70601588	70601291	70601588	70600405	70600556	182	114,144,107	0,0,0	109,112,106	0,0,2	586	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.918	0.027
183	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70601124	70601588	70601291	70601588	70600405	70600556	183	36,44,29	0,0,0	22,37,38	0,0,2	291	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.89	0.037
185	"ENSMUSG00000024581.14"	"Napg"	chr18	+	63117110	63117194	63117110	63117141	63119249	63119359	185	6,13,10	95,115,84	3,15,8	86,142,68	177	124	0.72606091381	1.0	0.042,0.073,0.077	0.024,0.069,0.076	0.008
187	"ENSMUSG00000024622.9"	"Hmgxb3"	chr18	-	61290414	61290833	61290646	61290833	61288331	61288504	187	284,327,232	0,0,0	198,331,162	0,0,2	356	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.966	0.011
190	"ENSMUSG00000024477.5"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46392670	46392822	190	0,0,0	0,0,1	0,1,1	0,1,0	128	124	1	1.0	NA,NA,0.0	NA,0.492,1.0	-0.746
191	"ENSMUSG00000024477.5"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46395956	46396024	191	5,8,3	54,68,36	2,15,8	34,53,30	128	124	0.0451053159582	0.3233480342512154	0.082,0.102,0.075	0.054,0.215,0.205	-0.072
192	"ENSMUSG00000024431.16"	"Nr3c1"	chr18	-	39561666	39561833	39561669	39561833	39557435	39557552	192	0,2,3	27,19,19	0,1,1	17,27,17	127	124	1	1.0	0.0,0.093,0.134	0.0,0.035,0.054	0.046
193	"ENSMUSG00000024425.5"	"Ndfip1"	chr18	+	38585357	38585482	38585357	38585424	38589107	38589174	193	2063,2454,1584	1,1,1	1460,2380,1635	3,0,0	182	124	1	1.0	0.999,0.999,0.999	0.997,1.0,1.0	0.0
194	"ENSMUSG00000024425.5"	"Ndfip1"	chr18	+	38585357	38585482	38585357	38585424	38593597	38593703	194	533,623,387	0,1,0	365,605,418	0,1,0	182	124	1	1.0	1.0,0.998,1.0	1.0,0.998,1.0	0.0
195	"ENSMUSG00000044024.17"	"Rell2"	chr18	+	38088191	38089620	38088191	38088969	38089981	38090047	195	425,501,320	0,1,3	229,442,407	0,2,2	775	124	0.694752646673	1.0	1.0,0.988,0.945	1.0,0.972,0.97	-0.003
196	"ENSMUSG00000042660.9"	"Wdr55"	chr18	+	36895710	36895820	36895710	36895810	36895901	36896071	196	7,0,3	73,87,45	4,6,5	36,50,34	134	124	0.0264888474122	0.23997425482065093	0.082,0.0,0.058	0.093,0.1,0.12	-0.058
197	"ENSMUSG00000006850.9"	"Tmco6"	chr18	+	36870509	36870632	36870509	36870625	36870721	36870905	197	3,7,7	28,24,9	1,4,8	20,29,20	131	124	0.314903784409	0.9606726854884912	0.092,0.216,0.424	0.045,0.115,0.275	0.099
199	"ENSMUSG00000024347.17"	"Psd2"	chr18	+	36121232	36121294	36121232	36121291	36135976	36136066	199	142,163,139	112,123,68	94,173,110	75,122,50	127	124	0.810174683596	1.0	0.553,0.564,0.666	0.55,0.581,0.682	-0.01
200	"ENSMUSG00000024347.17"	"Psd2"	chr18	+	36138771	36138962	36138771	36138953	36139129	36139200	200	316,337,210	15,5,4	184,361,207	2,7,4	133	124	0.134778833517	0.5962879786073707	0.952,0.984,0.98	0.988,0.98,0.98	-0.011
202	"ENSMUSG00000037236.17"	"Matr3"	chr18	+	35712318	35712371	35712318	35712363	35714222	35714348	202	1653,2118,1491	1,0,0	1464,2200,1369	2,2,2	132	124	1	1.0	0.999,1.0,1.0	0.999,0.999,0.998	0.001
204	"ENSMUSG00000038773.12"	"Kdm3b"	chr18	+	34962220	34962351	34962220	34962311	34963181	34963301	204	224,285,212	0,2,0	148,221,169	1,1,0	164	124	1	1.0	1.0,0.991,1.0	0.991,0.994,1.0	0.002
205	"ENSMUSG00000003778.15"	"Brd8"	chr18	-	34741470	34743002	34742857	34743002	34740827	34741108	205	577,712,638	1,0,1	369,635,610	2,2,1	1511	124	0.340053981964	0.9893413432970755	0.979,1.0,0.981	0.938,0.963,0.98	0.026
206	"ENSMUSG00000014504.17"	"Srp19"	chr18	+	34464802	34467417	34464802	34464878	34467509	34467621	206	572,597,526	33,25,22	344,589,374	14,28,2	2663	124	0.147784550344	0.63338220296988	0.447,0.527,0.527	0.534,0.495,0.897	-0.142
208	"ENSMUSG00000120137.1"	"Gm56495"	chr18	+	25887440	25887625	25887440	25887532	25888005	25888194	208	1,0,1	0,0,0	0,1,1	2,0,0	217	124	1	1.0	1.0,NA,1.0	0.0,1.0,1.0	0.333
209	"ENSMUSG00000024268.17"	"Celf4"	chr18	-	25624137	25624281	25624197	25624281	25619850	25620022	209	156,154,167	580,609,452	137,181,109	348,620,354	184	124	0.333845344591	0.9803194949123232	0.153,0.146,0.199	0.21,0.164,0.172	-0.016
210	"ENSMUSG00000024268.17"	"Celf4"	chr18	-	25624137	25624281	25624197	25624281	25620324	25620375	210	67,77,74	41,40,41	59,75,47	24,46,36	184	124	0.853363024467	1.0	0.524,0.565,0.549	0.624,0.524,0.468	0.007
211	"ENSMUSG00000024268.17"	"Celf4"	chr18	-	25670733	25670812	25670763	25670812	25637946	25638072	211	184,201,142	205,215,159	98,165,140	137,177,102	154	124	0.690616502349	1.0	0.42,0.429,0.418	0.365,0.429,0.525	-0.017
212	"ENSMUSG00000024268.17"	"Celf4"	chr18	-	25670733	25670812	25670763	25670812	25637946	25638075	212	100,165,86	68,57,48	76,121,82	57,66,34	154	124	0.623036652832	1.0	0.542,0.7,0.591	0.518,0.596,0.66	0.02
213	"ENSMUSG00000024273.9"	"2700062C07Rik"	chr18	+	24604118	24604203	24604118	24604141	24606006	24606206	213	5,8,3	58,75,54	0,2,8	42,61,36	186	124	0.591017400642	1.0	0.054,0.066,0.036	0.0,0.021,0.129	0.002
214	"ENSMUSG00000024273.9"	"2700062C07Rik"	chr18	+	24604118	24604203	24604118	24604141	24608581	24608781	214	2,6,2	0,1,2	0,1,6	0,1,3	186	124	1	1.0	1.0,0.8,0.4	NA,0.4,0.571	0.248
216	"ENSMUSG00000024921.18"	"Smarca2"	chr19	+	26659270	26659513	26659270	26659339	26661208	26661322	216	879,1036,785	0,0,0	529,888,601	0,0,1	298	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.996	0.001
217	"ENSMUSG00000024921.18"	"Smarca2"	chr19	+	26725805	26726352	26725805	26725937	26727251	26727347	217	29,38,15	10,6,1	7,26,10	5,6,4	539	124	0.176695275426	0.7021632059225777	0.4,0.593,0.775	0.244,0.499,0.365	0.22
218	"ENSMUSG00000024424.16"	"Ttc39c"	chr18	+	12828292	12828647	12828292	12828619	12830947	12831116	218	51,68,40	13,8,8	39,51,21	11,8,6	152	124	0.548477646876	1.0	0.762,0.874,0.803	0.743,0.839,0.741	0.039
219	"ENSMUSG00000024404.8"	"Riok3"	chr18	+	12268908	12269895	12268908	12269024	12269984	12270092	219	453,574,517	0,0,0	402,594,551	0,0,1	995	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.986	0.005
220	"ENSMUSG00000024404.8"	"Riok3"	chr18	+	12281847	12282045	12281847	12281902	12282575	12282735	220	565,786,566	6,6,8	509,709,651	3,1,4	267	124	0.0366020099807	0.2893994904613561	0.978,0.984,0.97	0.987,0.997,0.987	-0.013
221	"ENSMUSG00000057440.9"	"Mpp7"	chr18	-	7626728	7626817	7626732	7626817	7561725	7561872	221	14,14,11	8,10,1	11,21,2	4,7,0	128	124	0.426649170292	1.0	0.629,0.576,0.914	0.727,0.744,1.0	-0.117
222	"ENSMUSG00000003559.9"	"As3mt"	chr19	+	46697985	46698122	46697985	46698100	46700659	46700729	222	40,53,50	2,8,7	36,26,28	1,0,7	146	124	0.309872930077	0.9564366690542012	0.944,0.849,0.858	0.968,1.0,0.773	-0.03
224	"ENSMUSG00000121491.1"	"2700099C18Rik"	chr17	+	95071199	95071352	95071199	95071310	95074284	95074375	224	28,24,12	0,1,7	8,13,6	2,2,2	166	124	0.596278959174	1.0	1.0,0.947,0.562	0.749,0.829,0.691	0.08
225	"ENSMUSG00000024109.19"	"Nrxn1"	chr17	-	90366903	90366991	90366912	90366991	90344323	90344812	225	337,313,242	256,265,227	224,334,232	219,278,205	133	124	0.593661272309	1.0	0.551,0.524,0.498	0.488,0.528,0.513	0.015
226	"ENSMUSG00000024109.19"	"Nrxn1"	chr17	-	91009394	91009439	91009415	91009439	91008171	91008333	226	13,6,6	82,102,60	3,8,1	79,96,79	145	124	0.0172306827808	0.18474894289685	0.119,0.048,0.079	0.031,0.067,0.011	0.046
232	"ENSMUSG00000045053.3"	"Kcng3"	chr17	-	83938391	83939324	83938424	83939324	83893385	83895808	232	5,7,5	1,0,0	2,4,1	0,0,0	157	124	1	1.0	0.798,1.0,1.0	1.0,1.0,1.0	-0.067
234	"ENSMUSG00000024081.10"	"Cebpz"	chr17	-	79242003	79243496	79242289	79243496	79239538	79239770	234	483,528,462	4,7,5	369,587,478	1,7,4	410	124	0.440574417433	1.0	0.973,0.958,0.965	0.991,0.962,0.973	-0.01
236	"ENSMUSG00000024073.17"	"Birc6"	chr17	+	74912983	74913130	74912983	74913118	74915091	74915279	236	24,15,6	86,73,55	9,15,27	68,90,38	136	124	0.484958867615	1.0	0.203,0.158,0.09	0.108,0.132,0.393	-0.061
237	"ENSMUSG00000024073.17"	"Birc6"	chr17	+	74922214	74922352	74922214	74922325	74925430	74925558	237	81,92,75	46,27,31	72,106,70	29,53,13	151	124	0.543932603453	1.0	0.591,0.737,0.665	0.671,0.622,0.816	-0.039
238	"ENSMUSG00000024073.17"	"Birc6"	chr17	+	74925430	74926833	74925430	74925558	74929030	74929246	238	135,176,98	0,0,0	105,191,130	0,0,1	1399	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.92	0.027
239	"ENSMUSG00000024072.10"	"Yipf4"	chr17	+	74800922	74801094	74800922	74801010	74803584	74803662	239	381,391,230	1,2,4	210,330,248	0,4,4	208	124	0.596541835412	1.0	0.996,0.991,0.972	1.0,0.98,0.974	0.002
241	"ENSMUSG00000024059.11"	"Clip4"	chr17	+	72135501	72135700	72135501	72135645	72138199	72138334	241	4,3,6	48,47,23	2,2,4	27,33,38	179	124	0.419010977072	1.0	0.055,0.042,0.153	0.049,0.04,0.068	0.031
243	"ENSMUSG00000035842.11"	"Ddx11"	chr17	+	66437454	66437541	66437454	66437463	66437674	66437829	243	26,25,27	0,1,0	17,21,21	0,2,0	202	124	1	1.0	1.0,0.939,1.0	1.0,0.866,1.0	0.024
244	"ENSMUSG00000079414.5"	"Gm11110"	chr17	-	57409054	57409153	57409087	57409153	57399022	57399769	244	7,13,10	2,2,4	4,5,1	2,5,0	157	124	0.416328565951	1.0	0.734,0.837,0.664	0.612,0.441,1.0	0.061
246	"ENSMUSG00000042625.17"	"Safb2"	chr17	-	56878209	56878319	56878256	56878319	56875894	56876022	246	279,249,255	0,4,0	152,238,195	0,2,0	171	124	1	1.0	1.0,0.978,1.0	1.0,0.989,1.0	-0.004
247	"ENSMUSG00000042625.17"	"Safb2"	chr17	-	56885636	56885844	56885640	56885844	56884842	56884905	247	53,27,36	104,117,68	19,37,15	67,88,61	128	124	0.335647209976	0.9815511480386813	0.331,0.183,0.339	0.216,0.289,0.192	0.052
248	"ENSMUSG00000042625.17"	"Safb2"	chr17	-	56885636	56885844	56885692	56885844	56884842	56884905	248	106,104,90	2,1,0	53,97,46	2,2,0	180	124	0.531228240493	1.0	0.973,0.986,1.0	0.948,0.971,1.0	0.013
249	"ENSMUSG00000042625.17"	"Safb2"	chr17	-	56885640	56885844	56885692	56885844	56884842	56884905	249	157,194,122	2,1,0	101,148,92	2,2,0	176	124	1	1.0	0.982,0.993,1.0	0.973,0.981,1.0	0.007
250	"ENSMUSG00000024174.10"	"Pot1b"	chr17	-	55979771	55979893	55979830	55979893	55976739	55976896	250	4,0,4	14,40,24	1,2,0	17,19,27	183	124	0.101127174887	0.5162374312485265	0.162,0.0,0.101	0.038,0.067,0.0	0.053
251	"ENSMUSG00000064120.15"	"Mocs1"	chr17	+	49746449	49746624	49746449	49746614	49756127	49756189	251	0,0,0	23,23,28	1,0,2	18,24,18	134	124	0.469256901949	1.0	0.0,0.0,0.0	0.049,0.0,0.093	-0.047
257	"ENSMUSG00000023977.16"	"Ubr2"	chr17	-	47291245	47292368	47292279	47292368	47286852	47287016	257	173,155,131	0,0,1	81,134,201	0,0,0	1158	124	1	1.0	1.0,1.0,0.933	1.0,1.0,1.0	-0.022
258	"ENSMUSG00000023952.14"	"Gtpbp2"	chr17	+	46471957	46472252	46471957	46472217	46474408	46474435	258	130,148,101	4,3,4	84,133,113	0,4,5	159	124	0.768912303149	1.0	0.962,0.975,0.952	1.0,0.963,0.946	-0.007
260	"ENSMUSG00000023942.16"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45899214	45899312	260	76,96,63	169,168,112	46,65,12	66,115,89	130	124	0.331004862726	0.9772590211890428	0.3,0.353,0.349	0.399,0.35,0.114	0.046
261	"ENSMUSG00000038954.15"	"Supt3"	chr17	+	45352102	45352273	45352102	45352193	45359168	45359279	261	128,153,128	1,0,2	105,92,50	0,0,2	204	124	1	1.0	0.987,1.0,0.975	1.0,1.0,0.938	0.008
262	"ENSMUSG00000039153.18"	"Runx2"	chr17	-	45125343	45125684	45125376	45125684	45125055	45125179	262	1,1,0	0,0,0	0,0,0	0,2,0	157	124	1	1.0	1.0,1.0,NA	NA,0.0,NA	1.0
263	"ENSMUSG00000056492.7"	"Adgrf5"	chr17	+	43714808	43714988	43714808	43714934	43721392	43721447	263	12,29,17	25,18,7	11,27,4	3,20,19	178	124	0.741267945546	1.0	0.251,0.529,0.629	0.719,0.485,0.128	0.026
265	"ENSMUSG00000071653.10"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867366	8867464	265	20,24,27	157,194,138	9,17,10	79,148,94	603	124	0.200310261775	0.7624457790091896	0.026,0.025,0.039	0.023,0.023,0.021	0.008
269	"ENSMUSG00000038838.16"	"Vars2"	chr17	-	35968815	35969230	35969023	35969230	35968098	35968210	269	9,6,8	42,56,19	8,13,6	31,44,26	332	124	0.361875946096	1.0	0.074,0.038,0.136	0.088,0.099,0.079	-0.006
271	"ENSMUSG00000007035.16"	"Msh5"	chr17	-	35251614	35251845	35251735	35251845	35251316	35251397	271	1,0,4	3,0,1	0,0,2	3,9,3	245	124	1	1.0	0.144,NA,0.669	0.0,0.0,0.252	0.323
272	"ENSMUSG00000007035.16"	"Msh5"	chr17	-	35265206	35265363	35265241	35265363	35264905	35265029	272	2,3,2	1,0,0	0,0,4	0,1,0	159	124	1	1.0	0.609,1.0,1.0	NA,0.0,1.0	0.37
273	"ENSMUSG00000007029.17"	"Vars"	chr17	+	35230575	35230874	35230575	35230670	35231064	35231189	273	263,296,213	0,0,0	172,266,202	0,0,2	328	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.974	0.009
274	"ENSMUSG00000092203.9"	"1110038B12Rik"	chr17	-	35169673	35170901	35170860	35170901	35169210	35169451	274	665,876,594	36,42,26	550,842,590	35,39,69	1311	124	0.0859325240831	0.47107981418610223	0.636,0.664,0.684	0.598,0.671,0.447	0.089
275	"ENSMUSG00000092203.9"	"1110038B12Rik"	chr17	-	35171111	35171444	35171327	35171444	35169210	35170901	275	276,309,212	11,2,3	201,335,210	1,3,8	340	124	0.502219509504	1.0	0.901,0.983,0.963	0.987,0.976,0.905	-0.007
277	"ENSMUSG00000092203.9"	"1110038B12Rik"	chr17	-	35170860	35171149	35171111	35171149	35169673	35169823	277	280,322,247	0,0,0	171,304,205	0,0,2	375	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.971	0.01
278	"ENSMUSG00000092203.9"	"1110038B12Rik"	chr17	-	35171090	35171149	35171111	35171149	35169673	35169823	278	16,10,13	0,0,0	10,13,2	0,0,2	145	124	0.735121151326	1.0	1.0,1.0,1.0	1.0,1.0,0.461	0.18
279	"ENSMUSG00000092203.9"	"1110038B12Rik"	chr17	-	35171090	35171149	35171111	35171149	35169673	35170901	279	16,10,13	197,217,165	14,14,3	142,249,187	145	124	0.371679020862	1.0	0.065,0.038,0.063	0.078,0.046,0.014	0.009
281	"ENSMUSG00000040356.17"	"Skic2"	chr17	-	35064624	35064888	35064803	35064888	35063979	35064290	281	130,150,112	1,0,0	71,137,89	0,0,0	303	124	1	1.0	0.982,1.0,1.0	1.0,1.0,1.0	-0.006
282	"ENSMUSG00000040482.17"	"Dxo"	chr17	+	35055994	35056217	35055994	35056192	35056368	35056730	282	59,36,36	8,23,23	42,78,29	8,7,11	149	124	0.0387797018019	0.2995576430633398	0.86,0.566,0.566	0.814,0.903,0.687	-0.137
283	"ENSMUSG00000061207.12"	"Stk19"	chr17	-	35050973	35051128	35050988	35051128	35043726	35043824	283	10,13,9	34,44,35	9,8,7	40,86,75	139	124	0.00546340754951	0.0933951740268307	0.208,0.209,0.187	0.167,0.077,0.077	0.094
284	"ENSMUSG00000034254.18"	"Agpat1"	chr17	+	34829845	34829979	34829845	34829900	34830247	34830423	284	455,558,380	8,6,8	320,495,302	12,15,14	203	124	0.00147645906458	0.03877718397792382	0.972,0.983,0.967	0.942,0.953,0.929	0.033
285	"ENSMUSG00000034254.18"	"Agpat1"	chr17	+	34829845	34829979	34829845	34829900	34830578	34830674	285	212,262,165	1,8,0	143,219,122	1,1,0	203	124	0.362115325013	1.0	0.992,0.952,1.0	0.989,0.993,1.0	-0.013
286	"ENSMUSG00000015468.15"	"Notch4"	chr17	+	34802802	34802982	34802802	34802978	34803385	34803605	286	0,1,0	13,11,9	0,0,0	0,10,5	128	124	1	1.0	0.0,0.081,0.0	NA,0.0,0.0	0.027
287	"ENSMUSG00000096727.4"	"Psmb9"	chr17	-	34403129	34403387	34403255	34403387	34402588	34402718	287	0,0,0	1,4,0	1,0,0	0,1,2	250	124	1	1.0	0.0,0.0,NA	1.0,0.0,0.0	-0.333
288	"ENSMUSG00000042099.17"	"Kank3"	chr17	+	34035159	34035237	34035159	34035219	34036167	34037418	288	1,1,1	42,17,13	0,1,2	14,26,14	142	124	1	1.0	0.02,0.049,0.063	0.0,0.032,0.111	-0.004
289	"ENSMUSG00000042099.17"	"Kank3"	chr17	+	34035159	34035237	34035159	34035219	34038753	34038970	289	2,1,1	7,0,6	0,0,0	0,2,0	142	124	1	1.0	0.2,1.0,0.127	NA,0.0,NA	0.442
290	"ENSMUSG00000059208.16"	"Hnrnpm"	chr17	-	33877843	33877888	33877873	33877888	33877361	33877439	290	915,1118,883	1,5,2	669,885,490	1,1,3	154	124	1	1.0	0.999,0.994,0.997	0.998,0.999,0.992	0.0
291	"ENSMUSG00000059208.16"	"Hnrnpm"	chr17	-	33885467	33885659	33885620	33885659	33884465	33884619	291	1682,1936,1566	0,1,1	1221,1702,860	6,0,8	277	124	0.888593812088	1.0	1.0,0.999,0.999	0.989,1.0,0.98	0.01
293	"ENSMUSG00000121493.1"	"Cyp4f41-ps"	chr17	-	33176508	33176848	33176622	33176848	33174970	33175277	293	11,6,3	0,1,0	4,3,0	0,0,0	238	124	1	1.0	1.0,0.758,1.0	1.0,1.0,NA	-0.081
294	"ENSMUSG00000024055.16"	"Cyp4f13"	chr17	-	33165762	33165977	33165778	33165977	33160029	33160174	294	1,1,0	15,10,13	1,0,0	4,17,7	140	124	1	1.0	0.056,0.081,0.0	0.181,0.0,0.0	-0.015
295	"ENSMUSG00000095253.5"	"Zfp799"	chr17	-	33041041	33041174	33041047	33041174	33040751	33040812	295	18,24,19	76,136,100	7,10,3	60,76,60	130	124	0.00829157287712	0.12411582405181183	0.184,0.144,0.153	0.1,0.112,0.046	0.074
299	"ENSMUSG00000024050.19"	"Wiz"	chr17	-	32600029	32600130	32600057	32600130	32586797	32587121	299	5,5,2	3,2,1	0,8,5	0,4,31	152	124	1	1.0	0.576,0.671,0.62	NA,0.62,0.116	0.254
300	"ENSMUSG00000024050.19"	"Wiz"	chr17	-	32595489	32597472	32595496	32597472	32588260	32588394	300	10,1,6	0,0,0	3,2,0	0,2,0	131	124	1	1.0	1.0,1.0,1.0	1.0,0.486,NA	0.257
301	"ENSMUSG00000024050.19"	"Wiz"	chr17	-	32600029	32600130	32600057	32600130	32597813	32598092	301	22,15,7	23,23,23	5,19,4	17,43,8	152	124	0.222553376021	0.79705717616787	0.438,0.347,0.199	0.194,0.265,0.29	0.078
302	"ENSMUSG00000024002.19"	"Brd4"	chr17	-	32443057	32443196	32443060	32443196	32440846	32441139	302	46,62,35	279,334,234	36,39,34	177,251,203	127	124	0.889687371764	1.0	0.139,0.153,0.127	0.166,0.132,0.141	-0.007
303	"ENSMUSG00000024002.19"	"Brd4"	chr17	-	32471970	32472174	32472014	32472174	32448390	32448709	303	0,1,3	65,85,66	1,1,0	32,66,79	168	124	1	1.0	0.0,0.009,0.032	0.023,0.011,0.0	0.002
304	"ENSMUSG00000024002.19"	"Brd4"	chr17	-	32502832	32503083	32503036	32503083	32472014	32472174	304	5,10,8	6,6,4	1,9,10	5,4,7	328	124	0.638591751513	1.0	0.24,0.387,0.431	0.07,0.46,0.351	0.059
305	"ENSMUSG00000024042.8"	"Sik1"	chr17	-	32067932	32068648	32068492	32068648	32067605	32067822	305	123,137,122	0,1,0	85,126,98	0,0,0	684	124	1	1.0	1.0,0.961,1.0	1.0,1.0,1.0	-0.013
308	"ENSMUSG00000042203.9"	"Tbc1d22b"	chr17	+	29790638	29790768	29790638	29790709	29791943	29792072	308	8,6,7	117,121,82	3,10,5	56,107,100	183	124	0.923419158696	1.0	0.044,0.033,0.055	0.035,0.06,0.033	0.001
310	"ENSMUSG00000024013.16"	"Fgd2"	chr17	+	29592191	29592388	29592191	29592271	29592984	29593077	310	33,24,23	1,2,1	16,25,19	0,0,1	241	124	0.0621655237396	0.39385131158707104	0.944,0.861,0.922	1.0,1.0,0.907	-0.06
311	"ENSMUSG00000024012.19"	"Mtch1"	chr17	-	29555140	29555285	29555191	29555285	29552931	29552979	311	1833,2126,1381	317,399,255	1224,2035,1172	206,407,378	175	124	0.0958903038626	0.5081219182943111	0.804,0.791,0.793	0.808,0.78,0.687	0.038
318	"ENSMUSG00000024188.17"	"Luc7l"	chr17	+	26471939	26473362	26471939	26472065	26474004	26474099	318	1141,1119,871	160,170,99	551,973,510	118,172,21	1421	124	0.716481440065	1.0	0.384,0.365,0.434	0.29,0.33,0.679	-0.039
319	"ENSMUSG00000024187.16"	"Fam234a"	chr17	-	26433301	26433457	26433319	26433457	26432777	26432880	319	65,64,60	4,8,9	30,42,59	7,9,8	142	124	0.130464046371	0.5825512055113122	0.934,0.875,0.853	0.789,0.803,0.866	0.068
